12216.000000 1273901.000000
12124.000000 1275278.000000
12078.000000 1275373.000000
12063.000000 1277485.000000
12045.000000 1277503.000000
11997.000000 1277721.000000
11995.000000 1278083.000000
11990.000000 1278426.000000
11989.000000 1279007.000000
11987.000000 1279099.000000
11982.000000 1279210.000000
11981.000000 1279268.000000
11978.000000 1279715.000000
11954.000000 1279940.000000
11953.000000 1280950.000000
11933.000000 1285032.000000
11916.000000 1288167.000000
11867.000000 1288175.000000
11865.000000 1290336.000000
11860.000000 1292526.000000
11781.000000 1292541.000000
11779.000000 1292592.000000
11778.000000 1292886.000000
11766.000000 1293739.000000
11756.000000 1294646.000000
11755.000000 1294714.000000
11751.000000 1295761.000000
11746.000000 1296558.000000
11739.000000 1301471.000000
11716.000000 1303055.000000
11714.000000 1303813.000000
11708.000000 1303942.000000
11694.000000 1317231.000000
11658.000000 1317632.000000
11643.000000 1317790.000000
11638.000000 1317821.000000
11632.000000 1325713.000000
11627.000000 1325807.000000
