1794.000000 20404.000000
1787.000000 20417.000000
1786.000000 20551.000000
1784.000000 20555.000000
1783.000000 20571.000000
1781.000000 20598.000000
1766.000000 20602.000000
1758.000000 20611.000000
1749.000000 20615.000000
1748.000000 20616.000000
1704.000000 20617.000000
1703.000000 20625.000000
1694.000000 20632.000000
1692.000000 20666.000000
1684.000000 20678.000000
1677.000000 20749.000000
1676.000000 20761.000000
1672.000000 20789.000000
1666.000000 21084.000000
1644.000000 21150.000000
1642.000000 21155.000000
1639.000000 21397.000000
1624.000000 21924.000000
