6991.000000 384387.000000
6965.000000 384400.000000
6924.000000 385380.000000
6904.000000 385515.000000
6900.000000 385573.000000
6874.000000 385669.000000
6870.000000 386562.000000
6857.000000 386632.000000
6846.000000 388444.000000
6822.000000 388453.000000
6819.000000 388484.000000
6810.000000 388494.000000
6799.000000 388508.000000
6795.000000 391640.000000
6783.000000 391647.000000
6775.000000 391695.000000
6763.000000 391720.000000
6751.000000 391754.000000
6750.000000 391774.000000
6747.000000 391794.000000
6746.000000 391810.000000
6744.000000 391828.000000
6739.000000 391911.000000
6736.000000 391918.000000
6727.000000 391958.000000
6715.000000 392068.000000
6709.000000 392117.000000
6704.000000 392300.000000
6687.000000 392447.000000
6662.000000 392639.000000
6661.000000 392661.000000
6645.000000 392663.000000
6637.000000 392703.000000
6636.000000 392859.000000
6634.000000 393151.000000
6632.000000 393485.000000
6624.000000 393507.000000
6619.000000 395222.000000
6617.000000 395239.000000
6615.000000 395279.000000
6613.000000 399232.000000
6610.000000 399285.000000
6589.000000 399430.000000
6579.000000 399910.000000
6576.000000 400050.000000
6575.000000 400275.000000
6572.000000 403125.000000
6544.000000 405538.000000
6542.000000 405734.000000
6541.000000 405769.000000
6539.000000 405831.000000
6533.000000 406150.000000
6531.000000 406344.000000
6528.000000 406406.000000
6526.000000 406432.000000
6523.000000 406502.000000
6491.000000 406633.000000
6407.000000 407358.000000
6406.000000 409762.000000
6404.000000 410459.000000
