12009.000000 1251745.000000
12008.000000 1254290.000000
11945.000000 1254298.000000
11934.000000 1254300.000000
11931.000000 1254303.000000
11928.000000 1254325.000000
11927.000000 1254353.000000
11925.000000 1254577.000000
11924.000000 1254717.000000
11920.000000 1255042.000000
11912.000000 1255094.000000
11910.000000 1256807.000000
11908.000000 1256913.000000
11889.000000 1256947.000000
11887.000000 1257154.000000
11882.000000 1257964.000000
11881.000000 1258456.000000
11875.000000 1259589.000000
11862.000000 1267457.000000
11850.000000 1267475.000000
11849.000000 1267564.000000
11842.000000 1267640.000000
11838.000000 1267848.000000
11821.000000 1267886.000000
11816.000000 1270234.000000
11801.000000 1270347.000000
11797.000000 1270548.000000
11794.000000 1270578.000000
11793.000000 1270688.000000
11784.000000 1270715.000000
11778.000000 1270803.000000
11770.000000 1270811.000000
11765.000000 1271008.000000
11762.000000 1271760.000000
11761.000000 1272119.000000
11754.000000 1272634.000000
11731.000000 1272645.000000
11710.000000 1273470.000000
11701.000000 1274389.000000
11682.000000 1275400.000000
11673.000000 1277583.000000
11612.000000 1279609.000000
11610.000000 1280624.000000
11609.000000 1281127.000000
11591.000000 1281180.000000
11590.000000 1281212.000000
11588.000000 1286449.000000
11581.000000 1286486.000000
11579.000000 1286761.000000
11566.000000 1287038.000000
11553.000000 1287116.000000
11552.000000 1287330.000000
11544.000000 1287368.000000
11537.000000 1295788.000000
11530.000000 1298172.000000
11526.000000 1298643.000000
11522.000000 1298648.000000
11515.000000 1298665.000000
11441.000000 1299986.000000
