2371.000000 31845.000000
2338.000000 31898.000000
2334.000000 31981.000000
2320.000000 32020.000000
2318.000000 32116.000000
2304.000000 32123.000000
2292.000000 32143.000000
2285.000000 32178.000000
2284.000000 32323.000000
2227.000000 32360.000000
2213.000000 32434.000000
2209.000000 32437.000000
2204.000000 32469.000000
2200.000000 32480.000000
2192.000000 32564.000000
2184.000000 32625.000000
2174.000000 32677.000000
2171.000000 32703.000000
2158.000000 32756.000000
2154.000000 32783.000000
2153.000000 32856.000000
2152.000000 32914.000000
2151.000000 32930.000000
2143.000000 32990.000000
2138.000000 33149.000000
2132.000000 33496.000000
2112.000000 33527.000000
2111.000000 33770.000000
