7119.000000 391018.000000
6978.000000 391025.000000
6874.000000 391026.000000
6872.000000 391069.000000
6870.000000 391279.000000
6866.000000 391778.000000
6864.000000 391869.000000
6859.000000 391957.000000
6858.000000 391985.000000
6857.000000 392402.000000
6846.000000 392476.000000
6845.000000 392499.000000
6840.000000 392554.000000
6838.000000 392643.000000
6824.000000 393189.000000
6817.000000 393531.000000
6795.000000 394129.000000
6788.000000 394139.000000
6782.000000 394417.000000
6778.000000 394623.000000
6776.000000 395328.000000
6757.000000 396358.000000
6755.000000 396762.000000
6735.000000 397550.000000
6728.000000 397999.000000
6725.000000 398221.000000
6722.000000 400129.000000
6631.000000 400323.000000
6628.000000 401096.000000
6626.000000 401419.000000
6620.000000 401504.000000
6603.000000 401744.000000
6598.000000 402307.000000
6595.000000 402317.000000
6594.000000 404095.000000
6585.000000 408083.000000
6565.000000 408099.000000
6563.000000 408640.000000
6562.000000 408677.000000
6561.000000 410814.000000
6560.000000 412063.000000
