2658.000000 33970.000000
2652.000000 34266.000000
2649.000000 34267.000000
2641.000000 34344.000000
2637.000000 34356.000000
2581.000000 34370.000000
2575.000000 34371.000000
2574.000000 34394.000000
2568.000000 34395.000000
2562.000000 34406.000000
2558.000000 34407.000000
2556.000000 34412.000000
2552.000000 34447.000000
2547.000000 34461.000000
2544.000000 34472.000000
2540.000000 34483.000000
2538.000000 34507.000000
2530.000000 34537.000000
2529.000000 34544.000000
2528.000000 34550.000000
2521.000000 34570.000000
2515.000000 34582.000000
2497.000000 34797.000000
2485.000000 34820.000000
2475.000000 35040.000000
2457.000000 35467.000000
2444.000000 35568.000000
2439.000000 35636.000000
2436.000000 35771.000000
2434.000000 35775.000000
2430.000000 35802.000000
2415.000000 36170.000000
2407.000000 36201.000000
2401.000000 36335.000000
2398.000000 36347.000000
2397.000000 36366.000000
2393.000000 36436.000000
2391.000000 36546.000000
2384.000000 36910.000000
2383.000000 36969.000000
2377.000000 37323.000000
2370.000000 37385.000000
2367.000000 37544.000000
2366.000000 37580.000000
2365.000000 38032.000000
